18:12:15.932 ERROR    logcat: hd[0]: Syan(4540): ________________ Starting capture ________________ 
18:14:14.285 INFO     SMan: hd[0]: CameraJCCP: ProcessMessage: cam response: 92 40 00 
18:14:14.285 INFO     SMan: hd[0]: CameraJCCP: rx: complete message 92 40 00 
18:14:14.285 INFO     SMan: hd[0]: CameraJCCP: rx: Excuted
18:14:14.285 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
18:14:14.285 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
18:14:14.292 INFO     PCon: hd[0]: PcConfig: Camera CHANGE callback: node sourceman.camera, NodeInst 1, sVar whitebalancemode, nVarInst 0
18:14:22.190 ERROR    logcat: hd[0]: Syan(4588): ________________ wk3450K ________________ 
18:14:23.617 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
18:14:23.617 DEBUG    SMan: hd[0]: CameraBase: In: Command: 07 
18:14:23.617 INFO     SMan: hd[0]: CameraJCCP: composeWhiteBalanceCmd: JCCP camera got white balance change to mode 7
18:14:23.617 INFO     SMan: hd[0]: CameraJCCP: Send 4 bytes: 83 42 12 7 
18:14:23.617 INFO     SMan: hd[0]: SrcMan: 83 42 12 07 
18:14:23.617 INFO     SMan: hd[0]: SrcMan: PortNear SrcManPortNear1 Controller 0 SendMessage: component_id: "cam1" serial_write { serial_bytes: "\203B\022\007" } 
18:14:23.617 INFO     SMan: hd[0]: SrcMan: SendMessage: local port controller 
18:14:23.617 INFO     SMan: hd[0]: SrcMan: SendToEndpoint from SrcManPortNear1 to PortController
18:14:23.617 INFO     PCon: hd[0]: PcThreads: PC: NETRA0 input thread received CMD/REQ Msg - Comp_ID = cam1
18:14:23.618 INFO     PCon: hd[0]: PcThreads: PC_ProcessMsg: component_id: "cam1" serial_write { serial_bytes: "\203B\022\007" } 
18:14:23.618 INFO     PCon: hd[0]: PcSerial: Not CAM CTRL mode:  Send to CAMx ser HDCI
18:14:23.618 INFO     SMan: hd[0]: SrcMan: SendMessage: component_id: "cam1" error: kErrNoError 
18:14:23.618 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
18:14:23.618 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
18:14:23.624 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
18:14:23.624 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\240" 
18:14:23.624 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
18:14:23.625 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\240" 
18:14:23.625 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
18:14:23.625 DEBUG    SMan: hd[0]: CameraBase: In: Response: a0 
18:14:23.625 INFO     SMan: hd[0]: CameraJCCP: QRead 1 bytes
18:14:23.625 INFO     SMan: hd[0]: CameraJCCP: ProcessMessage: cam response: a0 
18:14:23.625 INFO     SMan: hd[0]: CameraJCCP: rx: JCCP ACK
18:14:23.625 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
18:14:23.625 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
18:14:23.625 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
18:14:23.625 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\222" 
18:14:23.626 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
18:14:23.626 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\222" 
18:14:23.626 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
18:14:23.626 DEBUG    SMan: hd[0]: CameraBase: In: Response: 92 
18:14:23.626 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 1
18:14:23.626 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
18:14:23.626 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
18:14:23.626 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "@" 
18:14:23.627 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
18:14:23.627 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "@" 
18:14:23.627 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
18:14:23.627 DEBUG    SMan: hd[0]: CameraBase: In: Response: 40 
18:14:23.627 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 2
18:14:23.627 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
18:14:23.627 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
18:14:23.627 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\000" 
18:14:23.628 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
18:14:23.628 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\000" 
18:14:23.628 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
18:14:23.628 DEBUG    SMan: hd[0]: CameraBase: In: Response: 00 
18:14:23.628 INFO     SMan: hd[0]: CameraJCCP: QRead 3 bytes
18:14:23.628 INFO     SMan: hd[0]: CameraJCCP: ProcessMessage: cam response: 92 40 00 
18:14:23.628 INFO     SMan: hd[0]: CameraJCCP: rx: complete message 92 40 00 
18:14:23.628 INFO     SMan: hd[0]: CameraJCCP: rx: Excuted
18:14:23.628 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
18:14:23.628 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
18:14:23.634 INFO     PCon: hd[0]: PcConfig: Camera CHANGE callback: node sourceman.camera, NodeInst 1, sVar whitebalancemode, nVarInst 0
18:14:33.240 ERROR    logcat: hd[0]: Syan(4591): ________________ wb4230k ________________ 
18:14:34.792 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
18:14:34.792 DEBUG    SMan: hd[0]: CameraBase: In: Command: 08 
18:14:34.792 INFO     SMan: hd[0]: CameraJCCP: composeWhiteBalanceCmd: JCCP camera got white balance change to mode 8
18:14:34.792 INFO     SMan: hd[0]: CameraJCCP: Send 4 bytes: 83 42 12 8 
18:14:34.792 INFO     SMan: hd[0]: SrcMan: 83 42 12 08 
18:14:34.792 INFO     SMan: hd[0]: SrcMan: PortNear SrcManPortNear1 Controller 0 SendMessage: component_id: "cam1" serial_write { serial_bytes: "\203B\022\010" } 
18:14:34.792 INFO     SMan: hd[0]: SrcMan: SendMessage: local port controller 
18:14:34.792 INFO     SMan: hd[0]: SrcMan: SendToEndpoint from SrcManPortNear1 to PortController
18:14:34.793 INFO     PCon: hd[0]: PcThreads: PC: NETRA0 input thread received CMD/REQ Msg - Comp_ID = cam1
18:14:34.793 INFO     PCon: hd[0]: PcThreads: PC_ProcessMsg: component_id: "cam1" serial_write { serial_bytes: "\203B\022\010" } 
18:14:34.793 INFO     PCon: hd[0]: PcSerial: Not CAM CTRL mode:  Send to CAMx ser HDCI
18:14:34.794 INFO     SMan: hd[0]: SrcMan: SendMessage: component_id: "cam1" error: kErrNoError 
18:14:34.794 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
18:14:34.794 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
18:14:34.800 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
18:14:34.800 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\240" 
18:14:34.800 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
18:14:34.800 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\240" 
18:14:34.801 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
18:14:34.801 DEBUG    SMan: hd[0]: CameraBase: In: Response: a0 
18:14:34.801 INFO     SMan: hd[0]: CameraJCCP: QRead 1 bytes
18:14:34.801 INFO     SMan: hd[0]: CameraJCCP: ProcessMessage: cam response: a0 
18:14:34.801 INFO     SMan: hd[0]: CameraJCCP: rx: JCCP ACK
18:14:34.801 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
18:14:34.801 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
18:14:34.801 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
18:14:34.801 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\222" 
18:14:34.801 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
18:14:34.801 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\222" 
18:14:34.802 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
18:14:34.802 DEBUG    SMan: hd[0]: CameraBase: In: Response: 92 
18:14:34.802 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 1
18:14:34.802 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
18:14:34.802 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
18:14:34.802 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "@" 
18:14:34.802 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
18:14:34.802 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "@" 
18:14:34.803 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
18:14:34.803 DEBUG    SMan: hd[0]: CameraBase: In: Response: 40 
18:14:34.803 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 2
18:14:34.803 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
18:14:34.803 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
18:14:34.803 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\000" 
18:14:34.803 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
18:14:34.803 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\000" 
18:14:34.804 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
18:14:34.804 DEBUG    SMan: hd[0]: CameraBase: In: Response: 00 
18:14:34.804 INFO     SMan: hd[0]: CameraJCCP: QRead 3 bytes
18:14:34.804 INFO     SMan: hd[0]: CameraJCCP: ProcessMessage: cam response: 92 40 00 
18:14:34.804 INFO     SMan: hd[0]: CameraJCCP: rx: complete message 92 40 00 
18:14:34.804 INFO     SMan: hd[0]: CameraJCCP: rx: Excuted
18:14:34.804 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
18:14:34.804 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
18:14:34.810 INFO     PCon: hd[0]: PcConfig: Camera CHANGE callback: node sourceman.camera, NodeInst 1, sVar whitebalancemode, nVarInst 0
18:14:41.618 ERROR    logcat: hd[0]: Syan(4594): ________________ wk5200k ________________ 
18:14:43.456 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
18:14:43.456 DEBUG    SMan: hd[0]: CameraBase: In: Command: 09 
18:14:43.456 INFO     SMan: hd[0]: CameraJCCP: composeWhiteBalanceCmd: JCCP camera got white balance change to mode 9
18:14:43.456 INFO     SMan: hd[0]: CameraJCCP: Send 4 bytes: 83 42 12 9 
18:14:43.456 INFO     SMan: hd[0]: SrcMan: 83 42 12 09 
18:14:43.457 INFO     SMan: hd[0]: SrcMan: PortNear SrcManPortNear1 Controller 0 SendMessage: component_id: "cam1" serial_write { serial_bytes: "\203B\022\t" } 
18:14:43.457 INFO     SMan: hd[0]: SrcMan: SendMessage: local port controller 
18:14:43.457 INFO     SMan: hd[0]: SrcMan: SendToEndpoint from SrcManPortNear1 to PortController
18:14:43.457 INFO     PCon: hd[0]: PcThreads: PC: NETRA0 input thread received CMD/REQ Msg - Comp_ID = cam1
18:14:43.457 INFO     PCon: hd[0]: PcThreads: PC_ProcessMsg: component_id: "cam1" serial_write { serial_bytes: "\203B\022\t" } 
18:14:43.457 INFO     PCon: hd[0]: PcSerial: Not CAM CTRL mode:  Send to CAMx ser HDCI
18:14:43.458 INFO     SMan: hd[0]: SrcMan: SendMessage: component_id: "cam1" error: kErrNoError 
18:14:43.458 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
18:14:43.458 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
18:14:43.463 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
18:14:43.464 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\240" 
18:14:43.464 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
18:14:43.464 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\240" 
18:14:43.465 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
18:14:43.465 DEBUG    SMan: hd[0]: CameraBase: In: Response: a0 
18:14:43.465 INFO     SMan: hd[0]: CameraJCCP: QRead 1 bytes
18:14:43.465 INFO     SMan: hd[0]: CameraJCCP: ProcessMessage: cam response: a0 
18:14:43.465 INFO     SMan: hd[0]: CameraJCCP: rx: JCCP ACK
18:14:43.465 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
18:14:43.465 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
18:14:43.465 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
18:14:43.465 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\222" 
18:14:43.465 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
18:14:43.465 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\222" 
18:14:43.466 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
18:14:43.466 DEBUG    SMan: hd[0]: CameraBase: In: Response: 92 
18:14:43.466 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 1
18:14:43.466 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
18:14:43.466 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
18:14:43.466 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "@" 
18:14:43.466 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
18:14:43.466 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "@" 
18:14:43.466 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
18:14:43.466 DEBUG    SMan: hd[0]: CameraBase: In: Response: 40 
18:14:43.466 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 2
18:14:43.466 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
18:14:43.467 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
18:14:43.467 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\000" 
18:14:43.467 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
18:14:43.467 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\000" 
18:14:43.468 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
18:14:43.468 DEBUG    SMan: hd[0]: CameraBase: In: Response: 00 
18:14:43.468 INFO     SMan: hd[0]: CameraJCCP: QRead 3 bytes
18:14:43.468 INFO     SMan: hd[0]: CameraJCCP: ProcessMessage: cam response: 92 40 00 
18:14:43.468 INFO     SMan: hd[0]: CameraJCCP: rx: complete message 92 40 00 
18:14:43.468 INFO     SMan: hd[0]: CameraJCCP: rx: Excuted
18:14:43.468 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
18:14:43.468 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
18:14:43.483 INFO     PCon: hd[0]: PcConfig: Camera CHANGE callback: node sourceman.camera, NodeInst 1, sVar whitebalancemode, nVarInst 0
18:14:50.096 ERROR    logcat: hd[0]: Syan(4597): ________________ wb6504k ________________ 
18:14:51.477 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
18:14:51.477 DEBUG    SMan: hd[0]: CameraBase: In: Command: 0a 
18:14:51.477 INFO     SMan: hd[0]: CameraJCCP: composeWhiteBalanceCmd: JCCP camera got white balance change to mode 10
18:14:51.477 INFO     SMan: hd[0]: CameraJCCP: Send 4 bytes: 83 42 12 a 
18:14:51.477 INFO     SMan: hd[0]: SrcMan: 83 42 12 0A 
18:14:51.477 INFO     SMan: hd[0]: SrcMan: PortNear SrcManPortNear1 Controller 0 SendMessage: component_id: "cam1" serial_write { serial_bytes: "\203B\022\n" } 
18:14:51.477 INFO     SMan: hd[0]: SrcMan: SendMessage: local port controller 
18:14:51.477 INFO     SMan: hd[0]: SrcMan: SendToEndpoint from SrcManPortNear1 to PortController
18:14:51.477 INFO     PCon: hd[0]: PcThreads: PC: NETRA0 input thread received CMD/REQ Msg - Comp_ID = cam1
18:14:51.478 INFO     PCon: hd[0]: PcThreads: PC_ProcessMsg: component_id: "cam1" serial_write { serial_bytes: "\203B\022\n" } 
18:14:51.478 INFO     PCon: hd[0]: PcSerial: Not CAM CTRL mode:  Send to CAMx ser HDCI
18:14:51.478 INFO     SMan: hd[0]: SrcMan: SendMessage: component_id: "cam1" error: kErrNoError 
18:14:51.478 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
18:14:51.478 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
18:14:51.484 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
18:14:51.484 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\240" 
18:14:51.485 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
18:14:51.485 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\240" 
18:14:51.485 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
18:14:51.485 DEBUG    SMan: hd[0]: CameraBase: In: Response: a0 
18:14:51.485 INFO     SMan: hd[0]: CameraJCCP: QRead 1 bytes
18:14:51.485 INFO     SMan: hd[0]: CameraJCCP: ProcessMessage: cam response: a0 
18:14:51.485 INFO     SMan: hd[0]: CameraJCCP: rx: JCCP ACK
18:14:51.485 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
18:14:51.485 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
18:14:51.485 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
18:14:51.485 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\222" 
18:14:51.486 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
18:14:51.486 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\222" 
18:14:51.486 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
18:14:51.486 DEBUG    SMan: hd[0]: CameraBase: In: Response: 92 
18:14:51.486 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 1
18:14:51.486 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
18:14:51.486 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
18:14:51.486 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "@" 
18:14:51.487 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
18:14:51.487 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "@" 
18:14:51.487 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
18:14:51.487 DEBUG    SMan: hd[0]: CameraBase: In: Response: 40 
18:14:51.487 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 2
18:14:51.487 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
18:14:51.487 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
18:14:51.487 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\000" 
18:14:51.488 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
18:14:51.488 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\000" 
18:14:51.488 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
18:14:51.488 DEBUG    SMan: hd[0]: CameraBase: In: Response: 00 
18:14:51.488 INFO     SMan: hd[0]: CameraJCCP: QRead 3 bytes
18:14:51.488 INFO     SMan: hd[0]: CameraJCCP: ProcessMessage: cam response: 92 40 00 
18:14:51.488 INFO     SMan: hd[0]: CameraJCCP: rx: complete message 92 40 00 
18:14:51.488 INFO     SMan: hd[0]: CameraJCCP: rx: Excuted
18:14:51.488 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
18:14:51.488 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
18:14:51.493 INFO     PCon: hd[0]: PcConfig: Camera CHANGE callback: node sourceman.camera, NodeInst 1, sVar whitebalancemode, nVarInst 0
18:14:56.909 ERROR    logcat: hd[0]: Syan(4600): ________________ wk auto ________________ 
18:14:58.707 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
18:14:58.707 DEBUG    SMan: hd[0]: CameraBase: In: Command: 01 
18:14:58.707 INFO     SMan: hd[0]: CameraJCCP: composeWhiteBalanceCmd: JCCP camera got white balance change to mode 1
18:14:58.707 INFO     SMan: hd[0]: CameraJCCP: Send 4 bytes: 83 42 12 1 
18:14:58.707 INFO     SMan: hd[0]: SrcMan: 83 42 12 01 
18:14:58.707 INFO     SMan: hd[0]: SrcMan: PortNear SrcManPortNear1 Controller 0 SendMessage: component_id: "cam1" serial_write { serial_bytes: "\203B\022\001" } 
18:14:58.707 INFO     SMan: hd[0]: SrcMan: SendMessage: local port controller 
18:14:58.707 INFO     SMan: hd[0]: SrcMan: SendToEndpoint from SrcManPortNear1 to PortController
18:14:58.707 INFO     PCon: hd[0]: PcThreads: PC: NETRA0 input thread received CMD/REQ Msg - Comp_ID = cam1
18:14:58.707 INFO     PCon: hd[0]: PcThreads: PC_ProcessMsg: component_id: "cam1" serial_write { serial_bytes: "\203B\022\001" } 
18:14:58.708 INFO     PCon: hd[0]: PcSerial: Not CAM CTRL mode:  Send to CAMx ser HDCI
18:14:58.708 INFO     SMan: hd[0]: SrcMan: SendMessage: component_id: "cam1" error: kErrNoError 
18:14:58.708 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
18:14:58.708 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
18:14:58.714 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
18:14:58.714 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\240" 
18:14:58.715 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
18:14:58.715 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\240" 
18:14:58.715 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
18:14:58.715 DEBUG    SMan: hd[0]: CameraBase: In: Response: a0 
18:14:58.715 INFO     SMan: hd[0]: CameraJCCP: QRead 1 bytes
18:14:58.715 INFO     SMan: hd[0]: CameraJCCP: ProcessMessage: cam response: a0 
18:14:58.715 INFO     SMan: hd[0]: CameraJCCP: rx: JCCP ACK
18:14:58.715 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
18:14:58.715 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
18:14:58.715 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
18:14:58.715 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\222" 
18:14:58.716 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
18:14:58.716 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\222" 
18:14:58.716 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
18:14:58.716 DEBUG    SMan: hd[0]: CameraBase: In: Response: 92 
18:14:58.716 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 1
