16:34:07.876 ERROR    logcat: hd[0]: Syan(3954): ________________ camera near move up ________________ 
16:34:08.670 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\000" 
16:34:08.671 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
16:34:08.671 DEBUG    SMan: hd[0]: CameraBase: In: Response: 00 
16:34:08.671 INFO     SMan: hd[0]: CameraJCCP: QRead 3 bytes
16:34:08.671 INFO     SMan: hd[0]: CameraJCCP: ProcessMessage: cam response: 92 40 00 
16:34:08.671 INFO     SMan: hd[0]: CameraJCCP: rx: complete message 92 40 00 
16:34:08.671 INFO     SMan: hd[0]: CameraJCCP: rx: Excuted
16:34:08.671 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
16:34:08.671 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
16:34:08.809 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
16:34:08.809 DEBUG    SMan: hd[0]: CameraBase: In: Command: 01 02 96 
16:34:08.809 INFO     SMan: hd[0]: CameraJCCP: composeMoveCmd - 1 2 150
16:34:08.809 INFO     SMan: hd[0]: CameraJCCP: composeMoveCmd - accelerate 
16:34:08.809 INFO     SMan: hd[0]: CameraJCCP: composeMoveCmd - Periodic Timer Stopped
16:34:08.809 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
16:34:08.809 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
