22:32:02.947 ERROR    logcat: hd[0]: Syan(4000): ________________ camera near move down ________________ 
22:32:03.680 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\000" 
22:32:03.680 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
22:32:03.680 DEBUG    SMan: hd[0]: CameraBase: In: Response: 00 
22:32:03.680 INFO     SMan: hd[0]: CameraJCCP: QRead 3 bytes
22:32:03.680 INFO     SMan: hd[0]: CameraJCCP: ProcessMessage: cam response: 92 40 00 
22:32:03.680 INFO     SMan: hd[0]: CameraJCCP: rx: complete message 92 40 00 
22:32:03.680 INFO     SMan: hd[0]: CameraJCCP: rx: Excuted
22:32:03.680 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
22:32:03.680 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
22:32:03.819 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
22:32:03.819 DEBUG    SMan: hd[0]: CameraBase: In: Command: 01 03 96 
22:32:03.819 INFO     SMan: hd[0]: CameraJCCP: composeMoveCmd - 1 3 150
22:32:03.819 INFO     SMan: hd[0]: CameraJCCP: composeMoveCmd - accelerate 
22:32:03.819 INFO     SMan: hd[0]: CameraJCCP: composeMoveCmd - Periodic Timer Stopped
22:32:03.819 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
22:32:03.819 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
