22:31:29.696 ERROR    logcat: hd[0]: Syan(3991): ________________ camera near move up ________________ 
22:31:30.512 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\000" 
22:31:30.512 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
22:31:30.512 DEBUG    SMan: hd[0]: CameraBase: In: Response: 00 
22:31:30.512 INFO     SMan: hd[0]: CameraJCCP: QRead 3 bytes
22:31:30.512 INFO     SMan: hd[0]: CameraJCCP: ProcessMessage: cam response: 92 40 00 
22:31:30.512 INFO     SMan: hd[0]: CameraJCCP: rx: complete message 92 40 00 
22:31:30.512 INFO     SMan: hd[0]: CameraJCCP: rx: Excuted
22:31:30.512 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
22:31:30.512 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
22:31:30.651 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
22:31:30.651 DEBUG    SMan: hd[0]: CameraBase: In: Command: 01 02 96 
22:31:30.651 INFO     SMan: hd[0]: CameraJCCP: composeMoveCmd - 1 2 150
22:31:30.651 INFO     SMan: hd[0]: CameraJCCP: composeMoveCmd - accelerate 
22:31:30.651 INFO     SMan: hd[0]: CameraJCCP: composeMoveCmd - Periodic Timer Stopped
22:31:30.651 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
22:31:30.651 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
