12:28:37.588 ERROR    logcat: hd[0]: Syan(5115): ________________ camera near move down ________________ 
12:28:38.318 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\000" 
12:28:38.318 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
12:28:38.318 DEBUG    SMan: hd[0]: CameraBase: In: Response: 00 
12:28:38.318 INFO     SMan: hd[0]: CameraJCCP: QRead 3 bytes
12:28:38.318 INFO     SMan: hd[0]: CameraJCCP: ProcessMessage: cam response: 92 40 00 
12:28:38.318 INFO     SMan: hd[0]: CameraJCCP: rx: complete message 92 40 00 
12:28:38.318 INFO     SMan: hd[0]: CameraJCCP: rx: Excuted
12:28:38.318 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
12:28:38.318 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
12:28:38.457 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
12:28:38.457 DEBUG    SMan: hd[0]: CameraBase: In: Command: 01 03 96 
12:28:38.457 INFO     SMan: hd[0]: CameraJCCP: composeMoveCmd - 1 3 150
12:28:38.457 INFO     SMan: hd[0]: CameraJCCP: composeMoveCmd - accelerate 
12:28:38.457 INFO     SMan: hd[0]: CameraJCCP: composeMoveCmd - Periodic Timer Stopped
12:28:38.457 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
12:28:38.457 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
