12:26:58.094 ERROR    logcat: hd[0]: Syan(5088): ________________ camera near move up ________________ 
12:26:58.829 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\000" 
12:26:58.829 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
12:26:58.829 DEBUG    SMan: hd[0]: CameraBase: In: Response: 00 
12:26:58.829 INFO     SMan: hd[0]: CameraJCCP: QRead 3 bytes
12:26:58.829 INFO     SMan: hd[0]: CameraJCCP: ProcessMessage: cam response: 92 40 00 
12:26:58.829 INFO     SMan: hd[0]: CameraJCCP: rx: complete message 92 40 00 
12:26:58.829 INFO     SMan: hd[0]: CameraJCCP: rx: Excuted
12:26:58.829 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
12:26:58.829 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
12:26:58.967 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
12:26:58.967 DEBUG    SMan: hd[0]: CameraBase: In: Command: 01 02 96 
12:26:58.967 INFO     SMan: hd[0]: CameraJCCP: composeMoveCmd - 1 2 150
12:26:58.967 INFO     SMan: hd[0]: CameraJCCP: composeMoveCmd - accelerate 
12:26:58.967 INFO     SMan: hd[0]: CameraJCCP: composeMoveCmd - Periodic Timer Stopped
12:26:58.967 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
12:26:58.967 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
